code,platform,module,variant,level,description,en_implication,en_solution,zh_implication,zh_solution,de_implication,de_solution,fr_implication,fr_solution,it_implication,it_solution,ja_implication,ja_solution,es_implication,es_solution,cs_implication,cs_solution,ko_implication,ko_solution,sk_implication,sk_solution,pl_implication,pl_solution,nl_implication,nl_solution,da_implication,da_solution,sr_implication,sr_solution,sv_implication,sv_solution,sl_implication,sl_solution,pt_implication,pt_solution,hu_implication,hu_solution,hr_implication,hr_solution,no_implication,no_solution,fi_implication,fi_solution,ro_implication,ro_solution,bg_implication,bg_solution,et_implication,et_solution,lv_implication,lv_solution,lt_implication,lt_solution
1110,3,navigation,STATE_1110,1,超过允许的最大禁区数量,The maximum number of no-go zones has been exceeded,Please remap the no-go zone,超过允许的最大禁区数量,请合理规划禁区,Maximale Anzahl der zulässigen Hindernisse überschritten,Bitte planen Sie Hindernisse angemessen,Nombre maximal de no-go zones autorisées dépassé,Veuillez planifier les obstacles de manière appropriée.,Numero massimo di ostruzioni consentite superato,Pianificare gli ostacoli in modo appropriato,,,Se ha superado el número máximo de obstrucciones permitidas,Planifique los obstáculos adecuadamente,Byl překročen maximální povolený počet No-Go zón,Překreslete no-go zónu,,,Bol prekročený maximálny povolený počet No-Go zón,Prekreslite no-go zónu,Przekroczono maksymalną liczbę dozwolonych stref zakazu ruchu,Prosimy o odpowiednie zaplanowanie stref zakazanych,Maximaal aantal toegestane no-go zones overschreden,Houd rekening met obstakels.,Det maksimale antal no-go zoner er overskredet,Lav venligst ny no-go-zonen,,,Det maximala antalet no-go-zoner har överskridits,Vänligen mappa om no-go-zonen,Presegli ste največje število prepovedanih območij,Ponovno označite območje prepovedi vstopa in izstopa,,,,,,,,,,,,,,,,,,,,
1111,3,navigation,STATE_1111,1,超过允许的最大作业区域数量,The maximum number of task areas has been exceeded,Please remap the task area,超过允许的最大作业区域数量,请合理规划作业区域,Maximale Anzahl der zulässigen Arbeitsbereiche überschritten,Bitte planen Sie den Arbeitsbereich angemessen,Nombre maximal de zones de travail autorisées dépassé,Veuillez planifier la zone de travail de manière appropriée.,Superato il numero massimo di aree di lavoro consentite,Pianificare l’area di lavoro in modo appropriato,,,Se ha superado el número máximo de áreas de trabajo permitidas,Planifique el área de trabajo adecuadamente,Byl překročen maximální povolený počet oblastí sečení,Přemapujte oblast sečení,,,Bol prekročený maximálny povolený počet oblastí kosenia,Premapujte oblasť kosenia,Przekroczono maksymalną liczbę dozwolonych obszarów zadań,Prosimy o odpowiednie zaplanowanie obszaru zadań,Maximaal aantal toegestane taakgebieden overschreden,Plan het werkgebied op de juiste manier.,Det maksimale antal opgaveområder er overskredet,Lav venligst opgaveområdet,,,Det maximala antalet klippningsområden har överskridits,Vänligen mappa om klippningsområdet,Največje število območij je bilo preseženo,Ponovno označite območje nalog,,,,,,,,,,,,,,,,,,,,
1112,3,navigation,STATE_1112,1,作业区域规划失败,The task area mapping failed,"The perimeter of the task area is self-intersecting, please remap",作业区域规划失败,边界发生相交，请合理规划边界,Arbeitsbereichsplanung fehlgeschlagen,Grenzen überschneiden sich. Bitte planen Sie angemessene Grenzen,Échec de la planification de la zone de travail,Les limites se croisent. Veuillez planifier les limites de manière appropriée.,Pianificazione area di lavoro non riuscita,I confini si intersecano. Pianificare i confini in modo appropriato,,,Error en la planificación del área de trabajo,Los límites se cruzan. Planifique los límites adecuadamente,Plánování oblasti sečení selhalo,"Hranice oblastí sečení se protínají, přeplánujte je",,,Plánovanie oblasti kosenia zlyhalo,"Hranice oblastí kosenia sa pretínajú, preplánujte ich",Planowanie obszaru zadań nie powiodło się,Granice się przecinają. Proszę odpowiednio zaplanować granice,Planning van taakgebieden is mislukt,De grenzen overschrijden. Plan de grenzen op de juiste manier.,Opgaveområdetilknytningen mislykkedes,"Omkredsen af opgaveområdet overlapper sig selv, bedes du kortlægge igen",,,Mappningen av aktivitetsområde misslyckades,"Klippningsområdets omkrets är självkorsande, vänligen mappa om",Prikaz območja nalog ni uspel,"Obod območja naloge se sam križa, prosimo, preoblikujte ga",,,,,,,,,,,,,,,,,,,,
1113,3,navigation,STATE_1113,1,作业区域规划失败,The task area mapping failed,"The perimeter of the task area is self-intersecting, please remap",作业区域规划失败,边界发生相交，请合理规划边界,Arbeitsbereichsplanung fehlgeschlagen,Grenzen überschneiden sich. Bitte planen Sie angemessene Grenzen,Échec de la planification de la zone de travail,Les limites se croisent. Veuillez planifier les limites de manière appropriée.,Pianificazione area di lavoro non riuscita,I confini si intersecano. Pianificare i confini in modo appropriato,,,Error en la planificación del área de trabajo,Los límites se cruzan. Planifique los límites adecuadamente,Plánování oblasti sečení selhalo,"Hranice oblastí sečení se protínají, přeplánujte je",,,Plánovanie oblasti kosenia zlyhalo,"Hranice oblastí kosenia sa pretínajú, preplánujte ich",Planowanie obszaru zadań nie powiodło się,Granice się przecinają. Proszę odpowiednio zaplanować granice,Planning van taakgebieden is mislukt,De grenzen overschrijden. Plan de grenzen op de juiste manier.,Opgaveområdetilknytningen mislykkedes,"Omkredsen af opgaveområdet overlapper sig selv, bedes du kortlægge igen",,,Mappningen av aktivitetsområde misslyckades,"Klippningsområdets omkrets är självkorsande, vänligen mappa om",Kartiranje območja nalog ni uspelo,"Obod območja naloge se sam prečka, prosimo, da ga ponovno določite",,,,,,,,,,,,,,,,,,,,
1114,3,navigation,STATE_1114,1,连通路径已经存在,The channel already exists,"To add a new channel, delete the current one",连通路径已经存在,若要重新定义连通路径，请先删除当前连通路径,Verbindungsweg bereits vorhanden,"Löschen Sie zunächst den aktuellen Verbindungsweg, um den Verbindungsweg neu zu definieren",Le canal de connexion existe déjà.,"Pour redéfinir le canal de connexion, supprimez d’abord le canal de connexion actuel.",Il percorso di connessione esiste già,"Per ridefinire il percorso di connessione, eliminare prima il percorso di connessione corrente",,,La ruta de conexión ya existe,"Para redefinir la ruta de conexión, elimine primero la ruta de conexión actual",Připojovací cesta již existuje,"Pro přidání propojovací cesty, nejprve odstraňte původní",,,Pripojovacia cesta už existuje,"Pre pridanie prepojovacej cesty, najprv odstráňte pôvodnú",Ścieżka połączenia już istnieje,"Aby ponownie zdefiniować ścieżkę połączenia, najpierw usuń bieżącą ścieżkę połączenia",Verbindingskanaal bestaat al,"Om het verbindingskanaal opnieuw te definiëren, verwijdert u eerst het huidige verbindingskanaal.",vej findes allerede,"Hvis du vil tilføje en ny vej, skal du slette den aktuelle",,,Vägen finns redan,"För att lägga till en ny väg, radera den nuvarande",Pot že obstaja,"Če želite dodati novo pot, izbrišite trenutno pot",,,,,,,,,,,,,,,,,,,,
1115,3,navigation,STATE_1115,1,超过允许的最大动态禁区数量,The maximum number of no-go zones has been exceeded,Please map the no-go zone properly,超过允许的最大动态禁区数量,请合理规划禁区,Maximal zulässige Anzahl dynamischer Sperrzonen überschritten,Bitte planen Sie die Sperrzonen entsprechend.,Nombre maximum de no-go zones autorisées dépassé,Merci de planifier les zones interdites de manière appropriée,Superato il numero massimo di zone vietate dinamiche,Pianificare correttamente le zone vietate,,,Se ha superado el número máximo de zonas dinámicas no permitidas,Planifique las zonas de exclusión adecuadamente,Byl překročen maximální povolený počet No-Go zón,No-go zónu si prosím správně namapujte,,,Bol prekročený maximálny povolený počet No-Go zón,No-go zónu si prosím správne namapujte,Przekroczono maksymalną liczbę dozwolonych dynamicznych stref zakazanych,Prosimy o odpowiednie zaplanowanie stref zakazanych,Maximaal aantal toegestane verboden zones overschreden,Plan de beperkte gebieden op de juiste manier,Det maksimale antal no-go zoner er overskredet,Kortlæg venligst no-go-zonen korrekt,,,Det maximala antalet no-go-zoner har överskridits,Vänligen kartlägg no-go-zonen ordentligt,Največje število prepovedanih območij je bilo preseženo,Ustrezno označite območje prepovedi dostopa,,,,,,,,,,,,,,,,,,,,
1116,3,navigation,STATE_1116,1,正在规划的禁区与其它禁区相交,The no-go zone is overlapping with the existing ones,Please map the no-go zone properly,正在规划的禁区与其它禁区相交,请合理规划禁区,Die geplante Sperrzone überschneidet andere Sperrzonen.,Bitte planen Sie die Sperrzonen entsprechend.,La no-go zone  en cours de planification croise d’autres no-go zones,Merci de planifier les zones interdites de manière appropriée,La zona vietata pianificata interseca altre zone vietate,Pianificare correttamente le zone vietate,,,La zona de exclusión que se está planificando se cruza con otras zonas de exclusión,Planifique las zonas de exclusión adecuadamente,No-go zóna se překrývá se stávající no-go zónou,No-go zónu si prosím správně namapujte,,,No-go zóna sa prekrýva s existujúcou no-go zónou,No-go zónu si prosím správne namapujte,Planowana strefa „no-go” przecina inne strefy „no-go”.,Prosimy o odpowiednie zaplanowanie stref zakazanych,De geplande no-go-zone kruist andere no-go-zones,Plan de no-go-zones op de juiste manier,No-go-zonen overlapper de eksisterende,Kortlæg venligst no-go-zonen korrekt,,,No-go-zonen överlappar de befintliga,Vänligen kartlägg no-go-zonen ordentligt,Območje prepovedi vstopa se prekriva z obstoječimi območji,Ustrezno označite območje prepovedi vstopa,,,,,,,,,,,,,,,,,,,,
1117,3,navigation,STATE_1117,1,录制的面积即将超过最大限制,The task area is about to exceed the upper limit,Please finish the task area mapping by controlling the robot back to the beginning and ensure that the area does not exceed the upper limit,录制的面积即将超过最大限制,请根据虚线指引控制Robot开回原点 完成任务区创建，避免面积超过上限,"Der Bereich ist dabei, die Höchstgrenze zu überschreiten.","Bitte kontrolliere Roboter und folge der gestrichelten Linie, um den Aufgabenbereich zu beenden und das maximale Limit nicht zu überschreiten",La zone est sur le point de dépasser la limite maximale,Veuillez contrôler robot et suivre la ligne en pointillés pour terminer la zone de tâches afin de ne pas dépasser la limite maximale,L’area sta per superare il limite massimo,"Per favore, controlla robot e segui la linea tratteggiata per completare l’area delle attività evitando di superare il limite massimo",,,El área está a punto de superar el límite máximo,"Por favor, controla a robot y sigue la línea discontinua para finalizar el área de tarea y evitar exceder el límite máximo",Oblast sečení brzy překročí horní limit velikosti,"Dokončete plánování oblasti sečení ovládáním robot zpět do výchozího bodu a ujistěte se, že oblast nepřesahuje limit velikosti",,,Oblasť kosenia čoskoro prekročí horný limit veľkosti,"Dokončite plánovanie oblasti kosenia ovládaním robot späť do východzieho bodu a uistite sa, že oblasť nepresahuje limit veľkosti",Obszar wkrótce przekroczy maksymalny limit obszaru,"Proszę kontrolować robot i śledzić przerywaną linię, aby ukończyć obszar zadania i uniknąć przekroczenia maksymalnego limitu",De zone staat op het punt de maximale limiet te overschrijden,"Controleer robot en volg de stippellijn om het taakgebied te voltooien, zodat u de maximale limiet niet overschrijdt",Opgaveområdet er ved at overskride den øvre grænse,"Afslut opgaveområdekortlægningen ved at styre robotten tilbage til begyndelsen og sørg for, at området ikke overskrider den øvre grænse",,,Klippområdet håller på att överskrida max gränsen,Vänligen avsluta kartläggningen av klippområde genom att styra roboten tillbaka till början och se till att området inte överskrider den maximala gränsen,Območje opravila bo kmalu preseglo zgornjo mejo,"Zaključite kartiranje območja naloge z vožnjo robot nazaj na začetek in se prepričajte, da območje ne presega zgornje meje.",,,,,,,,,,,,,,,,,,,,
1118,3,navigation,STATE_1118,1,作业区域被完全包含，规划失败,Mapping failed because one task area is fully covered by another,Please map the lawn perimeter appropriately,作业区域被完全包含，规划失败,请合理规划边界,"Planung fehlgeschlagen, da der Aufgabenbereich vollständig enthalten ist.",Die Grenze enthält eine vollständig andere Grenze. Bitte planen Sie die Grenze entsprechend.,La planification a échoué car la zone de travail est entièrement incluse,La limite se superpose à un autre périmètre. Merci de planifier la limite de périmètre de manière appropriée,Pianificazione non riuscita perché l’area di attività è completamente inclusa,Il confine contiene completamente un altro confine. Pianificare correttamente il confine,,,Error de planificación porque el área de tareas está completamente incluida,El límite contiene completamente otro límite. Planifique el límite adecuadamente,"Plánování selhalo, protože je oblast sečení plně překryta jinou oblastí",Naplánujte vhodně hranice oblasti,,,"Plánovanie zlyhalo, pretože oblasť kosenia je úplne prekrytá inou oblasťou",Naplánujte vhodne hranice oblasti,"Planowanie nie powiodło się, ponieważ obszar zadań jest w pełni pokryty",Granica całkowicie zawiera inną granicę. Proszę odpowiednio zaplanować granicę,De planning is mislukt omdat het werkgebied volledig omsloten is en,"De grens overlapt met een andere omtrek, plan de perimetergrens op de juiste manier.","Tilknytningen mislykkedes, fordi ét opgaveområde er fuldt dækket af et andet",Kortlæg plænens omkreds korrekt,,,Mappningen misslyckades eftersom ett aktivitetsområde är helt täckt av något annat,Vänligen kartlägg gräsmattans omkrets på lämpligt sätt,"Kartiranje ni uspelo, ker je eno območje naloge v celoti pokrito z drugim",Ustrezno kartirajte območje travnika,,,,,,,,,,,,,,,,,,,,
1119,3,navigation,STATE_1119,1,连通路径无法通行,The channel is unpassable,Please make sure that there are no obstacles on the channel and try again,连通路径无法通行,请确认连通路径上无障碍物后重试,Die Verbindung ist nicht passierbar,Bitte überprüfen Sie den freien Durchgang auf der Verbindung und versuchen Sie es erneut,Le corridor ne peut être traversé,Soyez sûr qu’il n’y ait pas de no go-zone à l’intérieur du corridor puis recommencez,Il percorso di connessione non è transitabile,Si prega di verificare che non ci siano ostacoli lungo il percorso di connessione e riprovare,,,No se puede transitar por la ruta de conexión,"Por favor, asegúrese de que no haya obstáculos en la ruta de conexión y vuelva a intentarlo",Propojovací cesta je neprůjezdná,"Ujistěte se, že je propojovací cesta volná a zkuste to znova",,,Prepojovacia cesta je neprejazdná,"Uistite sa, že je prepojovacia cesta voľná a skúste to znova",Trasa połączenia nie jest przejezdna,"Proszę sprawdzić, czy na drodze połączenia nie ma żadnych przeszkód i spróbować ponownie",Het kanaal kan niet worden overgestoken,Zorg ervoor dat er geen no-go-zone in het kanaal is en begin opnieuw.,Vejen er blokeret,"Sørg for, at der ikke er nogen forhindringer på vejen, og prøv igen",,,vägen är oacceptabel,Se till att det inte finns några hinder på vägen och försök igen,Pot ni prehoden,"Prepričajte se, da na poti ni ovir, in poskusite znova",,,,,,,,,,,,,,,,,,,,
